university_name,country,city,program_name,degree_level,field,language,tuition_category,tuition_amount,tuition_currency,gpa_min,application_system,deadline_month,apply_link,ranking_tier,notes
Leiden University,Netherlands,Leiden,BSc Engineering – programme finder,Bachelor,engineering,English,high,,EUR,,Studielink,Varies,https://www.universiteitleiden.nl/en/education/study-programmes/bachelor,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Leiden University,Netherlands,Leiden,BSc Business Administration (IBA) – programme finder,Bachelor,business,English,high,,EUR,,Studielink,Varies,https://www.universiteitleiden.nl/en/education/study-programmes/bachelor,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Leiden University,Netherlands,Leiden,BSc Data Science – programme finder,Bachelor,data science,English,high,,EUR,,Studielink,Varies,https://www.universiteitleiden.nl/en/education/study-programmes/bachelor,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Erasmus University Rotterdam,Netherlands,Rotterdam,BSc Engineering – programme finder,Bachelor,engineering,English,high,,EUR,,Studielink,Varies,https://www.eur.nl/en/education/bachelor,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Erasmus University Rotterdam,Netherlands,Rotterdam,BSc Computer Science (or CSE) – programme finder,Bachelor,computer science,English,high,,EUR,,Studielink,Varies,https://www.eur.nl/en/education/bachelor,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Erasmus University Rotterdam,Netherlands,Rotterdam,BSc Cyber Security / Security track – programme finder,Bachelor,cybersecurity,English,high,,EUR,,Studielink,Varies,https://www.eur.nl/en/education/bachelor,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Erasmus University Rotterdam,Netherlands,Rotterdam,BSc Artificial Intelligence – programme finder,Bachelor,AI,English,high,,EUR,,Studielink,Varies,https://www.eur.nl/en/education/bachelor,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Groningen,Netherlands,Groningen,BSc Computer Science (or CSE) – programme finder,Bachelor,computer science,English,high,,EUR,,Studielink,Varies,https://www.rug.nl/bachelors/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Groningen,Netherlands,Groningen,BSc Business Administration (IBA) – programme finder,Bachelor,business,English,high,,EUR,,Studielink,Varies,https://www.rug.nl/bachelors/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Groningen,Netherlands,Groningen,BSc Data Science – programme finder,Bachelor,data science,English,high,,EUR,,Studielink,Varies,https://www.rug.nl/bachelors/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Groningen,Netherlands,Groningen,BSc Engineering – programme finder,Bachelor,engineering,English,high,,EUR,,Studielink,Varies,https://www.rug.nl/bachelors/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Vrije Universiteit Amsterdam (VU Amsterdam),Netherlands,Amsterdam,BSc Business Administration (IBA) – programme finder,Bachelor,business,English,high,,EUR,,Studielink,Varies,https://vu.nl/en/education/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Vrije Universiteit Amsterdam (VU Amsterdam),Netherlands,Amsterdam,BSc Cyber Security / Security track – programme finder,Bachelor,cybersecurity,English,high,,EUR,,Studielink,Varies,https://vu.nl/en/education/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Vrije Universiteit Amsterdam (VU Amsterdam),Netherlands,Amsterdam,BSc Artificial Intelligence – programme finder,Bachelor,AI,English,high,,EUR,,Studielink,Varies,https://vu.nl/en/education/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Vrije Universiteit Amsterdam (VU Amsterdam),Netherlands,Amsterdam,BSc Computer Science (or CSE) – programme finder,Bachelor,computer science,English,high,,EUR,,Studielink,Varies,https://vu.nl/en/education/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Radboud University,Netherlands,Nijmegen,BSc Cyber Security / Security track – programme finder,Bachelor,cybersecurity,English,high,,EUR,,Studielink,Varies,https://www.ru.nl/en/education/bachelors,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Radboud University,Netherlands,Nijmegen,BSc Data Science – programme finder,Bachelor,data science,English,high,,EUR,,Studielink,Varies,https://www.ru.nl/en/education/bachelors,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Radboud University,Netherlands,Nijmegen,BSc Engineering – programme finder,Bachelor,engineering,English,high,,EUR,,Studielink,Varies,https://www.ru.nl/en/education/bachelors,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Radboud University,Netherlands,Nijmegen,BSc Business Administration (IBA) – programme finder,Bachelor,business,English,high,,EUR,,Studielink,Varies,https://www.ru.nl/en/education/bachelors,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Twente,Netherlands,Enschede,BSc Data Science – programme finder,Bachelor,data science,English,high,,EUR,,Studielink,Varies,https://www.utwente.nl/en/education/bachelor/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Twente,Netherlands,Enschede,BSc Artificial Intelligence – programme finder,Bachelor,AI,English,high,,EUR,,Studielink,Varies,https://www.utwente.nl/en/education/bachelor/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Twente,Netherlands,Enschede,BSc Computer Science (or CSE) – programme finder,Bachelor,computer science,English,high,,EUR,,Studielink,Varies,https://www.utwente.nl/en/education/bachelor/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Twente,Netherlands,Enschede,BSc Cyber Security / Security track – programme finder,Bachelor,cybersecurity,English,high,,EUR,,Studielink,Varies,https://www.utwente.nl/en/education/bachelor/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Tilburg University,Netherlands,Tilburg,BSc Artificial Intelligence – programme finder,Bachelor,AI,English,high,,EUR,,Studielink,Varies,https://www.tilburguniversity.edu/education/bachelors-programmes,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Tilburg University,Netherlands,Tilburg,BSc Engineering – programme finder,Bachelor,engineering,English,high,,EUR,,Studielink,Varies,https://www.tilburguniversity.edu/education/bachelors-programmes,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Tilburg University,Netherlands,Tilburg,BSc Business Administration (IBA) – programme finder,Bachelor,business,English,high,,EUR,,Studielink,Varies,https://www.tilburguniversity.edu/education/bachelors-programmes,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Tilburg University,Netherlands,Tilburg,BSc Data Science – programme finder,Bachelor,data science,English,high,,EUR,,Studielink,Varies,https://www.tilburguniversity.edu/education/bachelors-programmes,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Maastricht University,Netherlands,Maastricht,BSc Engineering – programme finder,Bachelor,engineering,English,high,,EUR,,Studielink,Varies,https://www.maastrichtuniversity.nl/education/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Maastricht University,Netherlands,Maastricht,BSc Computer Science (or CSE) – programme finder,Bachelor,computer science,English,high,,EUR,,Studielink,Varies,https://www.maastrichtuniversity.nl/education/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Maastricht University,Netherlands,Maastricht,BSc Cyber Security / Security track – programme finder,Bachelor,cybersecurity,English,high,,EUR,,Studielink,Varies,https://www.maastrichtuniversity.nl/education/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Maastricht University,Netherlands,Maastricht,BSc Artificial Intelligence – programme finder,Bachelor,AI,English,high,,EUR,,Studielink,Varies,https://www.maastrichtuniversity.nl/education/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
KTH Royal Institute of Technology,Sweden,Stockholm,Bachelor in Computer Science (or equivalent) – programme finder,Bachelor,computer science,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.kth.se/en/studies/bachelor,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
KTH Royal Institute of Technology,Sweden,Stockholm,Bachelor in Business / Economics – programme finder,Bachelor,business,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.kth.se/en/studies/bachelor,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
KTH Royal Institute of Technology,Sweden,Stockholm,Bachelor in Data Science / Data Engineering – programme finder,Bachelor,data science,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.kth.se/en/studies/bachelor,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
KTH Royal Institute of Technology,Sweden,Stockholm,Bachelor in Engineering – programme finder,Bachelor,engineering,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.kth.se/en/studies/bachelor,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Lund University,Sweden,Lund,Bachelor in Business / Economics – programme finder,Bachelor,business,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.lunduniversity.lu.se/admissions/bachelors-and-masters-studies/choose-your-programme,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Lund University,Sweden,Lund,Bachelor in Cybersecurity / Information Security – programme finder,Bachelor,cybersecurity,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.lunduniversity.lu.se/admissions/bachelors-and-masters-studies/choose-your-programme,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Lund University,Sweden,Lund,Bachelor with AI focus (or AI track) – programme finder,Bachelor,AI,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.lunduniversity.lu.se/admissions/bachelors-and-masters-studies/choose-your-programme,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Lund University,Sweden,Lund,Bachelor in Computer Science (or equivalent) – programme finder,Bachelor,computer science,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.lunduniversity.lu.se/admissions/bachelors-and-masters-studies/choose-your-programme,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Uppsala University,Sweden,Uppsala,Bachelor in Cybersecurity / Information Security – programme finder,Bachelor,cybersecurity,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.uu.se/en/study/bachelors,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Uppsala University,Sweden,Uppsala,Bachelor in Data Science / Data Engineering – programme finder,Bachelor,data science,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.uu.se/en/study/bachelors,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Uppsala University,Sweden,Uppsala,Bachelor in Engineering – programme finder,Bachelor,engineering,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.uu.se/en/study/bachelors,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Uppsala University,Sweden,Uppsala,Bachelor in Business / Economics – programme finder,Bachelor,business,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.uu.se/en/study/bachelors,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Chalmers University of Technology,Sweden,Gothenburg,Bachelor in Data Science / Data Engineering – programme finder,Bachelor,data science,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.chalmers.se/en/education/programmes/bachelors/,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Chalmers University of Technology,Sweden,Gothenburg,Bachelor with AI focus (or AI track) – programme finder,Bachelor,AI,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.chalmers.se/en/education/programmes/bachelors/,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Chalmers University of Technology,Sweden,Gothenburg,Bachelor in Computer Science (or equivalent) – programme finder,Bachelor,computer science,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.chalmers.se/en/education/programmes/bachelors/,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Chalmers University of Technology,Sweden,Gothenburg,Bachelor in Cybersecurity / Information Security – programme finder,Bachelor,cybersecurity,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.chalmers.se/en/education/programmes/bachelors/,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Stockholm University,Sweden,Stockholm,Bachelor with AI focus (or AI track) – programme finder,Bachelor,AI,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.su.se/english/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Stockholm University,Sweden,Stockholm,Bachelor in Engineering – programme finder,Bachelor,engineering,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.su.se/english/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Stockholm University,Sweden,Stockholm,Bachelor in Business / Economics – programme finder,Bachelor,business,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.su.se/english/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Stockholm University,Sweden,Stockholm,Bachelor in Data Science / Data Engineering – programme finder,Bachelor,data science,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.su.se/english/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Linköping University,Sweden,Linköping,Bachelor in Engineering – programme finder,Bachelor,engineering,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://liu.se/en/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Linköping University,Sweden,Linköping,Bachelor in Computer Science (or equivalent) – programme finder,Bachelor,computer science,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://liu.se/en/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Linköping University,Sweden,Linköping,Bachelor in Cybersecurity / Information Security – programme finder,Bachelor,cybersecurity,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://liu.se/en/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Linköping University,Sweden,Linköping,Bachelor with AI focus (or AI track) – programme finder,Bachelor,AI,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://liu.se/en/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Gothenburg,Sweden,Gothenburg,Bachelor in Computer Science (or equivalent) – programme finder,Bachelor,computer science,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.gu.se/en/study,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Gothenburg,Sweden,Gothenburg,Bachelor in Business / Economics – programme finder,Bachelor,business,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.gu.se/en/study,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Gothenburg,Sweden,Gothenburg,Bachelor in Data Science / Data Engineering – programme finder,Bachelor,data science,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.gu.se/en/study,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Gothenburg,Sweden,Gothenburg,Bachelor in Engineering – programme finder,Bachelor,engineering,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.gu.se/en/study,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Umeå University,Sweden,Umeå,Bachelor in Business / Economics – programme finder,Bachelor,business,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.umu.se/en/education/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Umeå University,Sweden,Umeå,Bachelor in Cybersecurity / Information Security – programme finder,Bachelor,cybersecurity,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.umu.se/en/education/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Umeå University,Sweden,Umeå,Bachelor with AI focus (or AI track) – programme finder,Bachelor,AI,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.umu.se/en/education/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Umeå University,Sweden,Umeå,Bachelor in Computer Science (or equivalent) – programme finder,Bachelor,computer science,English/Swedish,high,,SEK,,Universityadmissions.se,Varies,https://www.umu.se/en/education/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aalto University,Finland,Espoo,Bachelor in Computer Science (or equivalent) – programme finder,Bachelor,computer science,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.aalto.fi/en/study-options/bachelors-programmes,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aalto University,Finland,Espoo,Bachelor in Business / Economics – programme finder,Bachelor,business,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.aalto.fi/en/study-options/bachelors-programmes,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aalto University,Finland,Espoo,Bachelor in Data Science / Data Engineering – programme finder,Bachelor,data science,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.aalto.fi/en/study-options/bachelors-programmes,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aalto University,Finland,Espoo,Bachelor in Engineering – programme finder,Bachelor,engineering,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.aalto.fi/en/study-options/bachelors-programmes,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Helsinki,Finland,Helsinki,Bachelor in Business / Economics – programme finder,Bachelor,business,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.helsinki.fi/en/admissions-and-education/bachelors-programmes,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Helsinki,Finland,Helsinki,Bachelor in Cybersecurity / Information Security – programme finder,Bachelor,cybersecurity,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.helsinki.fi/en/admissions-and-education/bachelors-programmes,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Helsinki,Finland,Helsinki,Bachelor with AI focus (or AI track) – programme finder,Bachelor,AI,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.helsinki.fi/en/admissions-and-education/bachelors-programmes,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Helsinki,Finland,Helsinki,Bachelor in Computer Science (or equivalent) – programme finder,Bachelor,computer science,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.helsinki.fi/en/admissions-and-education/bachelors-programmes,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Tampere University,Finland,Tampere,Bachelor in Cybersecurity / Information Security – programme finder,Bachelor,cybersecurity,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.tuni.fi/en/study-with-us/bachelor-s-degrees,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Tampere University,Finland,Tampere,Bachelor in Data Science / Data Engineering – programme finder,Bachelor,data science,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.tuni.fi/en/study-with-us/bachelor-s-degrees,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Tampere University,Finland,Tampere,Bachelor in Engineering – programme finder,Bachelor,engineering,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.tuni.fi/en/study-with-us/bachelor-s-degrees,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Tampere University,Finland,Tampere,Bachelor in Business / Economics – programme finder,Bachelor,business,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.tuni.fi/en/study-with-us/bachelor-s-degrees,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Turku,Finland,Turku,Bachelor in Data Science / Data Engineering – programme finder,Bachelor,data science,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.utu.fi/en/study-at-utu,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Turku,Finland,Turku,Bachelor with AI focus (or AI track) – programme finder,Bachelor,AI,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.utu.fi/en/study-at-utu,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Turku,Finland,Turku,Bachelor in Computer Science (or equivalent) – programme finder,Bachelor,computer science,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.utu.fi/en/study-at-utu,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Turku,Finland,Turku,Bachelor in Cybersecurity / Information Security – programme finder,Bachelor,cybersecurity,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.utu.fi/en/study-at-utu,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Oulu,Finland,Oulu,Bachelor with AI focus (or AI track) – programme finder,Bachelor,AI,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.oulu.fi/en/apply,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Oulu,Finland,Oulu,Bachelor in Engineering – programme finder,Bachelor,engineering,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.oulu.fi/en/apply,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Oulu,Finland,Oulu,Bachelor in Business / Economics – programme finder,Bachelor,business,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.oulu.fi/en/apply,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Oulu,Finland,Oulu,Bachelor in Data Science / Data Engineering – programme finder,Bachelor,data science,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.oulu.fi/en/apply,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
LUT University,Finland,Lappeenranta,Bachelor in Engineering – programme finder,Bachelor,engineering,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.lut.fi/en/studies/bachelors-programmes,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
LUT University,Finland,Lappeenranta,Bachelor in Computer Science (or equivalent) – programme finder,Bachelor,computer science,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.lut.fi/en/studies/bachelors-programmes,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
LUT University,Finland,Lappeenranta,Bachelor in Cybersecurity / Information Security – programme finder,Bachelor,cybersecurity,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.lut.fi/en/studies/bachelors-programmes,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
LUT University,Finland,Lappeenranta,Bachelor with AI focus (or AI track) – programme finder,Bachelor,AI,English/Finnish,high,,EUR,,Studyinfo,Varies,https://www.lut.fi/en/studies/bachelors-programmes,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Copenhagen,Denmark,Copenhagen,Bachelor in Computer Science (or equivalent) – programme finder,Bachelor,computer science,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://studies.ku.dk/bachelor/,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Copenhagen,Denmark,Copenhagen,Bachelor in Business / Economics – programme finder,Bachelor,business,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://studies.ku.dk/bachelor/,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Copenhagen,Denmark,Copenhagen,Bachelor in Data Science / Data Engineering – programme finder,Bachelor,data science,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://studies.ku.dk/bachelor/,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Copenhagen,Denmark,Copenhagen,Bachelor in Engineering – programme finder,Bachelor,engineering,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://studies.ku.dk/bachelor/,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aarhus University,Denmark,Aarhus,Bachelor in Business / Economics – programme finder,Bachelor,business,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://bachelor.au.dk/en/,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aarhus University,Denmark,Aarhus,Bachelor in Cybersecurity / Information Security – programme finder,Bachelor,cybersecurity,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://bachelor.au.dk/en/,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aarhus University,Denmark,Aarhus,Bachelor with AI focus (or AI track) – programme finder,Bachelor,AI,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://bachelor.au.dk/en/,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aarhus University,Denmark,Aarhus,Bachelor in Computer Science (or equivalent) – programme finder,Bachelor,computer science,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://bachelor.au.dk/en/,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Technical University of Denmark (DTU),Denmark,Lyngby,Bachelor in Cybersecurity / Information Security – programme finder,Bachelor,cybersecurity,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.dtu.dk/english/education/undergraduate,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Technical University of Denmark (DTU),Denmark,Lyngby,Bachelor in Data Science / Data Engineering – programme finder,Bachelor,data science,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.dtu.dk/english/education/undergraduate,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Technical University of Denmark (DTU),Denmark,Lyngby,Bachelor in Engineering – programme finder,Bachelor,engineering,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.dtu.dk/english/education/undergraduate,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Technical University of Denmark (DTU),Denmark,Lyngby,Bachelor in Business / Economics – programme finder,Bachelor,business,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.dtu.dk/english/education/undergraduate,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aalborg University,Denmark,Aalborg,Bachelor in Data Science / Data Engineering – programme finder,Bachelor,data science,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.en.aau.dk/education/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aalborg University,Denmark,Aalborg,Bachelor with AI focus (or AI track) – programme finder,Bachelor,AI,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.en.aau.dk/education/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aalborg University,Denmark,Aalborg,Bachelor in Computer Science (or equivalent) – programme finder,Bachelor,computer science,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.en.aau.dk/education/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aalborg University,Denmark,Aalborg,Bachelor in Cybersecurity / Information Security – programme finder,Bachelor,cybersecurity,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.en.aau.dk/education/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Southern Denmark (SDU),Denmark,Odense,Bachelor with AI focus (or AI track) – programme finder,Bachelor,AI,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.sdu.dk/en/uddannelse/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Southern Denmark (SDU),Denmark,Odense,Bachelor in Engineering – programme finder,Bachelor,engineering,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.sdu.dk/en/uddannelse/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Southern Denmark (SDU),Denmark,Odense,Bachelor in Business / Economics – programme finder,Bachelor,business,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.sdu.dk/en/uddannelse/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
University of Southern Denmark (SDU),Denmark,Odense,Bachelor in Data Science / Data Engineering – programme finder,Bachelor,data science,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.sdu.dk/en/uddannelse/bachelor,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
